species,fish_id,site.id,turf,macro,coral,cca,sponge,rubble,rock,other
Z. velifer,zv235,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv236,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv237,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv238,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv239,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv240,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv241,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv242,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv243,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv244,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv245,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv246,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv247,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv248,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv249,L2S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv250,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv251,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv252,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv253,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv254,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv255,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv256,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv257,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv258,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv259,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv260,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv261,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv262,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv263,L3S3,0.857,0.000,0.143,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv264,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv265,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv266,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv267,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv268,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv269,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv270,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv271,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv272,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv273,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv274,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv275,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv276,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv277,L2S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv278,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv279,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv280,L2S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv281,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv282,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv283,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv284,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv285,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv286,L1S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv287,L1S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv288,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv289,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv290,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv291,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv292,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv293,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv294,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv295,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv296,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv297,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv298,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv299,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv300,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv301,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv302,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv303,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv304,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv305,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv306,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv307,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv308,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv309,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv310,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv311,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv312,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv313,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv314,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv315,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv316,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv317,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv318,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv319,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv320,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv321,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv322,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv323,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv324,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv325,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv326,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv327,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv328,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv329,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv330,L1S2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv331,L1S2,0.875,0.125,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv332,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv333,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv334,L1S3,0.182,0.818,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv335,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv336,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv337,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv338,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv339,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv340,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv341,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv342,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv343,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv344,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv345,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv346,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv347,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv348,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv349,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv350,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv351,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv352,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv353,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv354,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv355,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv356,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv357,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv358,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv359,L3S2,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv360,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv361,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv362,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv363,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv364,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv365,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv366,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv367,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv368,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv369,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv370,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv371,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv372,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv373,L1S3,0.947,0.000,0.053,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv374,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv375,L2S1,0.062,0.938,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv376,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv377,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv378,L2S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv379,L2S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv380,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv381,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv382,L2S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv383,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv384,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv385,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv386,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv387,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv388,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv389,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv390,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv391,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv392,L3S2,0.375,0.625,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv393,L3S2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv394,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv395,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv396,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv397,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv398,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv399,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv400,L1S1,0.902,0.000,0.000,0.098,0.000,0.000,0.000,0.000
Z. velifer,zv401,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv402,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv403,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv404,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv405,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv406,L1S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv407,L1S2,0.939,0.061,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv408,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv409,L1S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv410,L1S3,0.985,0.000,0.000,0.000,0.000,0.000,0.000,0.015
Z. velifer,zv411,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv412,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv413,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv414,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv415,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv416,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv417,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv418,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv419,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv420,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv421,L2S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv422,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv423,L2S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv424,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv425,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv426,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv427,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv428,L3S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv429,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv430,L3S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv431,L3S2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv432,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv433,L3S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Z. velifer,zv434,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at1,L1S1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at2,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at3,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at4,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at5,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at6,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at7,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at8,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at9,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at10,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at11,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at12,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at13,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at14,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at15,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at16,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at17,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at18,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at19,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at20,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at21,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at22,L2S2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at23,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at24,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at25,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at26,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at27,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at28,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at29,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at30,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at31,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at32,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at33,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at34,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at35,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at36,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at37,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at38,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at39,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at40,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at41,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at42,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at43,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at44,L1S1,0.987,0.000,0.000,0.013,0.000,0.000,0.000,0.000
A. triostegus,at45,L1S1,0.893,0.000,0.000,0.107,0.000,0.000,0.000,0.000
A. triostegus,at46,L1S1,0.958,0.000,0.000,0.025,0.017,0.000,0.000,0.000
A. triostegus,at47,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at48,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at49,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at50,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at51,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at52,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at53,L1S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at54,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at55,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at56,L1S3,0.846,0.154,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at57,L1S3,0.988,0.000,0.000,0.012,0.000,0.000,0.000,0.000
A. triostegus,at58,L1S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at59,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at60,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at61,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at62,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at63,L2S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at64,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at65,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at66,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at67,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at68,L2S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at69,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at70,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at71,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at72,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at73,L2S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at74,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at75,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at76,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at77,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at78,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at79,L3S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at80,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at81,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at82,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at83,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at84,L3S2,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at85,L3S3,0.500,0.000,0.000,0.000,0.500,0.000,0.000,0.000
A. triostegus,at86,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at87,L3S3,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at88,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at89,L3S3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at90,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at91,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
A. triostegus,at92,L1S1,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
